city,city_bis,city_nospace,city_nospace_bis,city_formatted
prouvais,prouvais,prouvais,prouvais,Prouvais
azy sur marne,azy sur marne,azysurmarne,azysurmarne,Azy-Sur-Marne
terny sorny,terny sorny,ternysorny,ternysorny,Terny-Sorny
droizy,droizy,droizy,droizy,Droizy
pignicourt,pignicourt,pignicourt,pignicourt,Pignicourt
moussy verneuil,moussy verneuil,moussyverneuil,moussyverneuil,Moussy-Verneuil
aguilcourt,aguilcourt,aguilcourt,aguilcourt,Aguilcourt
montaigu,montaigu,montaigu,montaigu,Montaigu
moulins,moulins,moulins,moulins,Moulins
saulchery,saulchery,saulchery,saulchery,Saulchery
nanteuil la fosse,nanteuil la fosse,nanteuillafosse,nanteuillafosse,Nanteuil-La-Fosse
guignicourt,guignicourt,guignicourt,guignicourt,Guignicourt
bucy le long,bucy le long,bucylelong,bucylelong,Bucy-Le-Long
longpont,longpont,longpont,longpont,Longpont
montgobert,montgobert,montgobert,montgobert,Montgobert
noircourt,noircourt,noircourt,noircourt,Noircourt
rozet saint albin,rozet saint albin,rozetsaintalbin,rozetsaintalbin,Rozet-Saint-Albin
chivy les etouvelles,chivy les etouvelles,chivylesetouvelles,chivylesetouvelles,Chivy-Les-Etouvelles
chavonne,chavonne,chavonne,chavonne,Chavonne
artonges,artonges,artonges,artonges,Artonges
oisy,oisy,oisy,oisy,Oisy
juvigny,juvigny,juvigny,juvigny,Juvigny
marchais en brie,marchais en brie,marchaisenbrie,marchaisenbrie,Marchais-En-Brie
bouconville vauclair,bouconville vauclair,bouconvillevauclair,bouconvillevauclair,Bouconville-Vauclair
la bouteille,la bouteille,labouteille,labouteille,La-Bouteille
ly fontaine,ly fontaine,lyfontaine,lyfontaine,Ly-Fontaine
logny les aubenton,logny les aubenton,lognylesaubenton,lognylesaubenton,Logny-Les-Aubenton
cuirieux,cuirieux,cuirieux,cuirieux,Cuirieux
iron,iron,iron,iron,Iron
joncourt,joncourt,joncourt,joncourt,Joncourt
effry,effry,effry,effry,Effry
jumigny,jumigny,jumigny,jumigny,Jumigny
chaourse,chaourse,chaourse,chaourse,Chaourse
saint remy blanzy,st remy blanzy,saintremyblanzy,stremyblanzy,Saint-Remy-Blanzy
beaumont en beine,beaumont en beine,beaumontenbeine,beaumontenbeine,Beaumont-En-Beine
le plessier huleu,le plessier huleu,leplessierhuleu,leplessierhuleu,Le-Plessier-Huleu
estrees,estrees,estrees,estrees,Estrees
baulne en brie,baulne en brie,baulneenbrie,baulneenbrie,Baulne-En-Brie
guivry,guivry,guivry,guivry,Guivry
variscourt,variscourt,variscourt,variscourt,Variscourt
chatillon sur oise,chatillon sur oise,chatillonsuroise,chatillonsuroise,Chatillon-Sur-Oise
soissons,soissons,soissons,soissons,Soissons
bray saint christophe,bray saint christophe,braysaintchristophe,braysaintchristophe,Bray-Saint-Christophe
le herie la vieville,le herie la vieville,leherielavieville,leherielavieville,Le-Herie-La-Vieville
aubenton,aubenton,aubenton,aubenton,Aubenton
braye,braye,braye,braye,Braye
brissay choigny,brissay choigny,brissaychoigny,brissaychoigny,Brissay-Choigny
remaucourt,remaucourt,remaucourt,remaucourt,Remaucourt
seraucourt le grand,seraucourt le grand,seraucourtlegrand,seraucourtlegrand,Seraucourt-Le-Grand
berry au bac,berry au bac,berryaubac,berryaubac,Berry-Au-Bac
vivaise,vivaise,vivaise,vivaise,Vivaise
proviseux et plesnoy,proviseux et plesnoy,proviseuxetplesnoy,proviseuxetplesnoy,Proviseux-Et-Plesnoy
caumont,caumont,caumont,caumont,Caumont
villers le sec,villers le sec,villerslesec,villerslesec,Villers-Le-Sec
vichel nanteuil,vichel nanteuil,vichelnanteuil,vichelnanteuil,Vichel-Nanteuil
romery,romery,romery,romery,Romery
fontaine les clercs,fontaine les clercs,fontainelesclercs,fontainelesclercs,Fontaine-Les-Clercs
chery les pouilly,chery les pouilly,cherylespouilly,cherylespouilly,Chery-Les-Pouilly
pithon,pithon,pithon,pithon,Pithon
beaurieux,beaurieux,beaurieux,beaurieux,Beaurieux
sinceny,sinceny,sinceny,sinceny,Sinceny
bouffignereux,bouffignereux,bouffignereux,bouffignereux,Bouffignereux
saint gengoulph,st gengoulph,saintgengoulph,stgengoulph,Saint-Gengoulph
pargny les bois,pargny les bois,pargnylesbois,pargnylesbois,Pargny-Les-Bois
montigny l allier,montigny l allier,montignylallier,montignylallier,Montigny-L'Allier
beuvardes,beuvardes,beuvardes,beuvardes,Beuvardes
cuissy et geny,cuissy et geny,cuissyetgeny,cuissyetgeny,Cuissy-Et-Geny
reuilly sauvigny,reuilly sauvigny,reuillysauvigny,reuillysauvigny,Reuilly-Sauvigny
vailly sur aisne,vailly sur aisne,vaillysuraisne,vaillysuraisne,Vailly-Sur-Aisne
bievres,bievres,bievres,bievres,Bievres
berny riviere,berny riviere,bernyriviere,bernyriviere,Berny-Riviere
perles,perles,perles,perles,Perles
fontenelle en brie,fontenelle en brie,fontenelleenbrie,fontenelleenbrie,Fontenelle-En-Brie
neuflieux,neuflieux,neuflieux,neuflieux,Neuflieux
sainte croix,ste croix,saintecroix,stecroix,Sainte-Croix
pargny la dhuys,pargny la dhuys,pargnyladhuys,pargnyladhuys,Pargny-La-Dhuys
brenelle,brenelle,brenelle,brenelle,Brenelle
urvillers,urvillers,urvillers,urvillers,Urvillers
laversine,laversine,laversine,laversine,Laversine
origny sainte benoite,origny sainte benoite,orignysaintebenoite,orignysaintebenoite,Origny-Sainte-Benoite
cuiry housse,cuiry housse,cuiryhousse,cuiryhousse,Cuiry-Housse
la neuville les dorengt,la neuville les dorengt,laneuvillelesdorengt,laneuvillelesdorengt,La-Neuville-Les-Dorengt
blanzy les fismes,blanzy les fismes,blanzylesfismes,blanzylesfismes,Blanzy-Les-Fismes
hargicourt,hargicourt,hargicourt,hargicourt,Hargicourt
villers sur fere,villers sur fere,villerssurfere,villerssurfere,Villers-Sur-Fere
la herie,la herie,laherie,laherie,La-Herie
bonnesvalyn,bonnesvalyn,bonnesvalyn,bonnesvalyn,Bonnesvalyn
haution,haution,haution,haution,Haution
berzy le sec,berzy le sec,berzylesec,berzylesec,Berzy-Le-Sec
la vallee au ble,la vallee au ble,lavalleeauble,lavalleeauble,La-Vallee-Au-Ble
le catelet,le catelet,lecatelet,lecatelet,Le-Catelet
gizy,gizy,gizy,gizy,Gizy
saint algis,st algis,saintalgis,stalgis,Saint-Algis
saint aubin,st aubin,saintaubin,staubin,Saint-Aubin
bancigny,bancigny,bancigny,bancigny,Bancigny
villeneuve sur fere,villeneuve sur fere,villeneuvesurfere,villeneuvesurfere,Villeneuve-Sur-Fere
fleury,fleury,fleury,fleury,Fleury
quincy sous le mont,quincy sous le mont,quincysouslemont,quincysouslemont,Quincy-Sous-Le-Mont
besny et loizy,besny et loizy,besnyetloizy,besnyetloizy,Besny-Et-Loizy
chery les rozoy,chery les rozoy,cherylesrozoy,cherylesrozoy,Chery-Les-Rozoy
chauny,chauny,chauny,chauny,Chauny
sommette eaucourt,sommette eaucourt,sommetteeaucourt,sommetteeaucourt,Sommette-Eaucourt
lierval,lierval,lierval,lierval,Lierval
chezy sur marne,chezy sur marne,chezysurmarne,chezysurmarne,Chezy-Sur-Marne
oulches la vallee foulon,oulches la vallee foulon,oulcheslavalleefoulon,oulcheslavalleefoulon,Oulches-La-Vallee-Foulon
anizy le chateau,anizy le chateau,anizylechateau,anizylechateau,Anizy-Le-Chateau
maizy,maizy,maizy,maizy,Maizy
fourdrain,fourdrain,fourdrain,fourdrain,Fourdrain
nampteuil sous muret,nampteuil sous muret,nampteuilsousmuret,nampteuilsousmuret,Nampteuil-Sous-Muret
urcel,urcel,urcel,urcel,Urcel
louatre,louatre,louatre,louatre,Louatre
barzy en thierache,barzy en thierache,barzyenthierache,barzyenthierache,Barzy-En-Thierache
conde en brie,conde en brie,condeenbrie,condeenbrie,Conde-En-Brie
dampleux,dampleux,dampleux,dampleux,Dampleux
sommelans,sommelans,sommelans,sommelans,Sommelans
pontruet,pontruet,pontruet,pontruet,Pontruet
oigny en valois,oigny en valois,oignyenvalois,oignyenvalois,Oigny-En-Valois
loupeigne,loupeigne,loupeigne,loupeigne,Loupeigne
lhuys,lhuys,lhuys,lhuys,Lhuys
eparcy,eparcy,eparcy,eparcy,Eparcy
la chapelle monthodon,la chapelle monthodon,lachapellemonthodon,lachapellemonthodon,La-Chapelle-Monthodon
morsain,morsain,morsain,morsain,Morsain
jaulgonne,jaulgonne,jaulgonne,jaulgonne,Jaulgonne
chermizy ailles,chermizy ailles,chermizyailles,chermizyailles,Chermizy-Ailles
becquigny,becquigny,becquigny,becquigny,Becquigny
festieux,festieux,festieux,festieux,Festieux
villers les guise,villers les guise,villerslesguise,villerslesguise,Villers-Les-Guise
nampcelles la cour,nampcelles la cour,nampcelleslacour,nampcelleslacour,Nampcelles-La-Cour
montigny en arrouaise,montigny en arrouaise,montignyenarrouaise,montignyenarrouaise,Montigny-En-Arrouaise
berrieux,berrieux,berrieux,berrieux,Berrieux
chigny,chigny,chigny,chigny,Chigny
muret et crouttes,muret et crouttes,muretetcrouttes,muretetcrouttes,Muret-Et-Crouttes
flavigny le grand et beaurain,flavigny le grand et beaurain,flavignylegrandetbeaurain,flavignylegrandetbeaurain,Flavigny-Le-Grand-Et-Beaurain
laon,laon,laon,laon,Laon
saint clement,st clement,saintclement,stclement,Saint-Clement
dercy,dercy,dercy,dercy,Dercy
anguilcourt le sart,anguilcourt le sart,anguilcourtlesart,anguilcourtlesart,Anguilcourt-Le-Sart
villers en prayeres,villers en prayeres,villersenprayeres,villersenprayeres,Villers-En-Prayeres
chalandry,chalandry,chalandry,chalandry,Chalandry
laval en laonnois,laval en laonnois,lavalenlaonnois,lavalenlaonnois,Laval-En-Laonnois
fressancourt,fressancourt,fressancourt,fressancourt,Fressancourt
le sourd,le sourd,lesourd,lesourd,Le-Sourd
fontaine notre dame,fontaine notre dame,fontainenotredame,fontainenotredame,Fontaine-Notre-Dame
chery chartreuve,chery chartreuve,cherychartreuve,cherychartreuve,Chery-Chartreuve
mortefontaine,mortefontaine,mortefontaine,mortefontaine,Mortefontaine
serain,serain,serain,serain,Serain
maast et violaine,maast et violaine,maastetviolaine,maastetviolaine,Maast-Et-Violaine
neuville sur ailette,neuville sur ailette,neuvillesurailette,neuvillesurailette,Neuville-Sur-Ailette
francilly selency,francilly selency,francillyselency,francillyselency,Francilly-Selency
bezu le guery,bezu le guery,bezuleguery,bezuleguery,Bezu-Le-Guery
marle,marle,marle,marle,Marle
leme,leme,leme,leme,Leme
cierges,cierges,cierges,cierges,Cierges
craonne,craonne,craonne,craonne,Craonne
courtemont varennes,courtemont varennes,courtemontvarennes,courtemontvarennes,Courtemont-Varennes
pommiers,pommiers,pommiers,pommiers,Pommiers
gland,gland,gland,gland,Gland
landouzy la cour,landouzy la cour,landouzylacour,landouzylacour,Landouzy-La-Cour
montigny les conde,montigny les conde,montignylesconde,montignylesconde,Montigny-Les-Conde
leuilly sous coucy,leuilly sous coucy,leuillysouscoucy,leuillysouscoucy,Leuilly-Sous-Coucy
ploisy,ploisy,ploisy,ploisy,Ploisy
serval,serval,serval,serval,Serval
billy sur ourcq,billy sur ourcq,billysurourcq,billysurourcq,Billy-Sur-Ourcq
ambrief,ambrief,ambrief,ambrief,Ambrief
prisces,prisces,prisces,prisces,Prisces
roupy,roupy,roupy,roupy,Roupy
roncheres,roncheres,roncheres,roncheres,Roncheres
lugny,lugny,lugny,lugny,Lugny
chezy en orxois,chezy en orxois,chezyenorxois,chezyenorxois,Chezy-En-Orxois
dhuizel,dhuizel,dhuizel,dhuizel,Dhuizel
etampes sur marne,etampes sur marne,etampessurmarne,etampessurmarne,Etampes-Sur-Marne
vaux en vermandois,vaux en vermandois,vauxenvermandois,vauxenvermandois,Vaux-En-Vermandois
boue,boue,boue,boue,Boue
la fere,la fere,lafere,lafere,La-Fere
saint michel,st michel,saintmichel,stmichel,Saint-Michel
castres,castres,castres,castres,Castres
mesbrecourt richecourt,mesbrecourt richecourt,mesbrecourtrichecourt,mesbrecourtrichecourt,Mesbrecourt-Richecourt
beugneux,beugneux,beugneux,beugneux,Beugneux
clermont les fermes,clermont les fermes,clermontlesfermes,clermontlesfermes,Clermont-Les-Fermes
condren,condren,condren,condren,Condren
franqueville,franqueville,franqueville,franqueville,Franqueville
arcy sainte restitue,arcy sainte restitue,arcysainterestitue,arcysainterestitue,Arcy-Sainte-Restitue
burelles,burelles,burelles,burelles,Burelles
rocourt saint martin,rocourt saint martin,rocourtsaintmartin,rocourtsaintmartin,Rocourt-Saint-Martin
commenchon,commenchon,commenchon,commenchon,Commenchon
voulpaix,voulpaix,voulpaix,voulpaix,Voulpaix
bucy les cerny,bucy les cerny,bucylescerny,bucylescerny,Bucy-Les-Cerny
renansart,renansart,renansart,renansart,Renansart
presles et boves,presles et boves,preslesetboves,preslesetboves,Presles-Et-Boves
lavaqueresse,lavaqueresse,lavaqueresse,lavaqueresse,Lavaqueresse
cuffies,cuffies,cuffies,cuffies,Cuffies
villequier aumont,villequier aumont,villequieraumont,villequieraumont,Villequier-Aumont
vendelles,vendelles,vendelles,vendelles,Vendelles
attilly,attilly,attilly,attilly,Attilly
berlancourt,berlancourt,berlancourt,berlancourt,Berlancourt
grisolles,grisolles,grisolles,grisolles,Grisolles
courcelles sur vesle,courcelles sur vesle,courcellessurvesle,courcellessurvesle,Courcelles-Sur-Vesle
sons et roncheres,sons et roncheres,sonsetroncheres,sonsetroncheres,Sons-Et-Roncheres
seringes et nesles,seringes et nesles,seringesetnesles,seringesetnesles,Seringes-Et-Nesles
grandlup et fay,grandlup et fay,grandlupetfay,grandlupetfay,Grandlup-Et-Fay
coincy,coincy,coincy,coincy,Coincy
marly gomont,marly gomont,marlygomont,marlygomont,Marly-Gomont
macogny,macogny,macogny,macogny,Macogny
tartiers,tartiers,tartiers,tartiers,Tartiers
gibercourt,gibercourt,gibercourt,gibercourt,Gibercourt
pontru,pontru,pontru,pontru,Pontru
trelou sur marne,trelou sur marne,trelousurmarne,trelousurmarne,Trelou-Sur-Marne
la ville aux bois les dizy,la ville aux bois les dizy,lavilleauxboislesdizy,lavilleauxboislesdizy,La-Ville-Aux-Bois-Les-Dizy
amigny rouy,amigny rouy,amignyrouy,amignyrouy,Amigny-Rouy
charmes,charmes,charmes,charmes,Charmes
viffort,viffort,viffort,viffort,Viffort
machecourt,machecourt,machecourt,machecourt,Machecourt
nogent l artaud,nogent l artaud,nogentlartaud,nogentlartaud,Nogent-L'Artaud
tannieres,tannieres,tannieres,tannieres,Tannieres
saint erme outre et ramecourt,st erme outre et ramecourt,saintermeoutreetramecourt,stermeoutreetramecourt,Saint-Erme-Outre-Et-Ramecourt
jouaignes,jouaignes,jouaignes,jouaignes,Jouaignes
vaucelles et beffecourt,vaucelles et beffecourt,vaucellesetbeffecourt,vaucellesetbeffecourt,Vaucelles-Et-Beffecourt
lesquielles saint germain,lesquielles saint germain,lesquiellessaintgermain,lesquiellessaintgermain,Lesquielles-Saint-Germain
aizy jouy,aizy jouy,aizyjouy,aizyjouy,Aizy-Jouy
faucoucourt,faucoucourt,faucoucourt,faucoucourt,Faucoucourt
chavigny,chavigny,chavigny,chavigny,Chavigny
veuilly la poterie,veuilly la poterie,veuillylapoterie,veuillylapoterie,Veuilly-La-Poterie
mezy moulins,mezy moulins,mezymoulins,mezymoulins,Mezy-Moulins
gernicourt,gernicourt,gernicourt,gernicourt,Gernicourt
quincy basse,quincy basse,quincybasse,quincybasse,Quincy-Basse
sergy,sergy,sergy,sergy,Sergy
toulis et attencourt,toulis et attencourt,toulisetattencourt,toulisetattencourt,Toulis-Et-Attencourt
puiseux en retz,puiseux en retz,puiseuxenretz,puiseuxenretz,Puiseux-En-Retz
leuze,leuze,leuze,leuze,Leuze
crezancy,crezancy,crezancy,crezancy,Crezancy
noyales,noyales,noyales,noyales,Noyales
marigny en orxois,marigny en orxois,marignyenorxois,marignyenorxois,Marigny-En-Orxois
foreste,foreste,foreste,foreste,Foreste
wissignicourt,wissignicourt,wissignicourt,wissignicourt,Wissignicourt
tavaux et pontsericourt,tavaux et pontsericourt,tavauxetpontsericourt,tavauxetpontsericourt,Tavaux-Et-Pontsericourt
saponay,saponay,saponay,saponay,Saponay
ebouleau,ebouleau,ebouleau,ebouleau,Ebouleau
orainville,orainville,orainville,orainville,Orainville
missy les pierrepont,missy les pierrepont,missylespierrepont,missylespierrepont,Missy-Les-Pierrepont
neuilly saint front,neuilly saint front,neuillysaintfront,neuillysaintfront,Neuilly-Saint-Front
tergnier,tergnier,tergnier,tergnier,Tergnier
la ferte milon,la ferte milon,lafertemilon,lafertemilon,La-Ferte-Milon
bassoles aulers,bassoles aulers,bassolesaulers,bassolesaulers,Bassoles-Aulers
le verguier,le verguier,leverguier,leverguier,Le-Verguier
ostel,ostel,ostel,ostel,Ostel
sissy,sissy,sissy,sissy,Sissy
leury,leury,leury,leury,Leury
la croix sur ourcq,la croix sur ourcq,lacroixsurourcq,lacroixsurourcq,La-Croix-Sur-Ourcq
pernant,pernant,pernant,pernant,Pernant
etreux,etreux,etreux,etreux,Etreux
bruys,bruys,bruys,bruys,Bruys
fontenelle,fontenelle,fontenelle,fontenelle,Fontenelle
cerseuil,cerseuil,cerseuil,cerseuil,Cerseuil
voharies,voharies,voharies,voharies,Voharies
saint pierre aigle,st pierre aigle,saintpierreaigle,stpierreaigle,Saint-Pierre-Aigle
saint martin riviere,st martin riviere,saintmartinriviere,stmartinriviere,Saint-Martin-Riviere
nanteuil notre dame,nanteuil notre dame,nanteuilnotredame,nanteuilnotredame,Nanteuil-Notre-Dame
selens,selens,selens,selens,Selens
monthenault,monthenault,monthenault,monthenault,Monthenault
saint eugene,st eugene,sainteugene,steugene,Saint-Eugene
etouvelles,etouvelles,etouvelles,etouvelles,Etouvelles
faverolles,faverolles,faverolles,faverolles,Faverolles
lislet,lislet,lislet,lislet,Lislet
vendeuil,vendeuil,vendeuil,vendeuil,Vendeuil
folembray,folembray,folembray,folembray,Folembray
courbes,courbes,courbes,courbes,Courbes
chacrise,chacrise,chacrise,chacrise,Chacrise
serches,serches,serches,serches,Serches
acy,acy,acy,acy,Acy
verneuil sous coucy,verneuil sous coucy,verneuilsouscoucy,verneuilsouscoucy,Verneuil-Sous-Coucy
bazoches sur vesles,bazoches sur vesles,bazochessurvesles,bazochessurvesles,Bazoches-Sur-Vesles
mauregny en haye,mauregny en haye,mauregnyenhaye,mauregnyenhaye,Mauregny-En-Haye
hartennes et taux,hartennes et taux,hartennesettaux,hartennesettaux,Hartennes-Et-Taux
vasseny,vasseny,vasseny,vasseny,Vasseny
merval,merval,merval,merval,Merval
corcy,corcy,corcy,corcy,Corcy
bony,bony,bony,bony,Bony
breny,breny,breny,breny,Breny
brecy,brecy,brecy,brecy,Brecy
bruyeres sur fere,bruyeres sur fere,bruyeressurfere,bruyeressurfere,Bruyeres-Sur-Fere
flavy le martel,flavy le martel,flavylemartel,flavylemartel,Flavy-Le-Martel
pancy courtecon,pancy courtecon,pancycourtecon,pancycourtecon,Pancy-Courtecon
bosmont sur serre,bosmont sur serre,bosmontsurserre,bosmontsurserre,Bosmont-Sur-Serre
missy aux bois,missy aux bois,missyauxbois,missyauxbois,Missy-Aux-Bois
surfontaine,surfontaine,surfontaine,surfontaine,Surfontaine
dagny lambercy,dagny lambercy,dagnylambercy,dagnylambercy,Dagny-Lambercy
lanchy,lanchy,lanchy,lanchy,Lanchy
vaudesson,vaudesson,vaudesson,vaudesson,Vaudesson
coeuvres et valsery,coeuvres et valsery,coeuvresetvalsery,coeuvresetvalsery,Coeuvres-Et-Valsery
epieds,epieds,epieds,epieds,Epieds
villeneuve saint germain,villeneuve saint germain,villeneuvesaintgermain,villeneuvesaintgermain,Villeneuve-Saint-Germain
alaincourt,alaincourt,alaincourt,alaincourt,Alaincourt
soucy,soucy,soucy,soucy,Soucy
archon,archon,archon,archon,Archon
pargny filain,pargny filain,pargnyfilain,pargnyfilain,Pargny-Filain
germaine,germaine,germaine,germaine,Germaine
la neuville housset,la neuville housset,laneuvillehousset,laneuvillehousset,La-Neuville-Housset
belleau,belleau,belleau,belleau,Belleau
paars,paars,paars,paars,Paars
laniscourt,laniscourt,laniscourt,laniscourt,Laniscourt
sermoise,sermoise,sermoise,sermoise,Sermoise
barenton bugny,barenton bugny,barentonbugny,barentonbugny,Barenton-Bugny
quierzy,quierzy,quierzy,quierzy,Quierzy
cerizy,cerizy,cerizy,cerizy,Cerizy
la ferte chevresis,la ferte chevresis,lafertechevresis,lafertechevresis,La-Ferte-Chevresis
ramicourt,ramicourt,ramicourt,ramicourt,Ramicourt
bussiares,bussiares,bussiares,bussiares,Bussiares
bernot,bernot,bernot,bernot,Bernot
lerzy,lerzy,lerzy,lerzy,Lerzy
samoussy,samoussy,samoussy,samoussy,Samoussy
grougis,grougis,grougis,grougis,Grougis
macquigny,macquigny,macquigny,macquigny,Macquigny
la flamengrie,la flamengrie,laflamengrie,laflamengrie,La-Flamengrie
servais,servais,servais,servais,Servais
bertricourt,bertricourt,bertricourt,bertricourt,Bertricourt
osly courtil,osly courtil,oslycourtil,oslycourtil,Osly-Courtil
verneuil sur serre,verneuil sur serre,verneuilsurserre,verneuilsurserre,Verneuil-Sur-Serre
